nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
910811355,750026668,SCE HOSPITALIER FREDERIC JOLIOT,SERVICE HOSPITALIER FREDERIC JOLIOT,0169867700,91,ESSONNE,91400 ORSAY,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
910812569,910002773,HDJ CAMILLE CLAUDEL,HOPITAL DE JOUR CAMILLE CLAUDEL,0169524350,91,ESSONNE,91270 VIGNEUX SUR SEINE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26910004600037
910812577,910002773,UNITE CLINIQUE J LACAN,UNITE CLINIQUE J LACAN,0169496970,91,ESSONNE,91330 YERRES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
910814102,910002237,SCANNER JULES VALLES CARON,,0169387171,91,ESSONNE,91200 ATHIS MONS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,42039983400019
920000023,920000015,CENTRE IMAGERIE DE L OUEST PARISIEN,CENTRE D IMAGERIE MEDICALE OUEST PARISIEN,0141128190,92,HAUTS DE SEINE,92210 ST CLOUD,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,39218531000019
920000122,750712184,AGEPS APHP DE NANTERRE,AGENCE GENERALE DES EQUIPEMENTS ET PRODUITS DE SANTE APHP,0146691313,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200979
920000171,950140012,HDJ LA GARENNE COLOMBES,HOPITAL DE JOUR LA GARENNE COLOMBES,0141197520,92,HAUTS DE SEINE,92250 LA GARENNE COLOMBES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800068
920000320,940140049,HDJ  BOULOGNE,HOPITAL DE JOUR,0146035635,92,HAUTS DE SEINE,92100 BOULOGNE BILLANCOURT,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300194
920000569,920026374,CH RIVES DE SEINE SITE COURBEVOIE,CENTRE HOSPITALIER RIVES DE SEINESITE COURBEVOIE,0140886340,92,HAUTS DE SEINE,92400 COURBEVOIE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002723300077
920000577,920110020,CH DE NANTERRE,CENTRE HOSPITALIER DE NANTERRE HOP MAX FOURESTIER,0147696565,92,HAUTS DE SEINE,92014 NANTERRE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920138000160
920000585,920026374,CH RIVES DE SEINE SITE NEUILLY S/SEINE,CH RIVES DE SEINE SITE NEUILLY SUR SEINE,0140886000,92,HAUTS DE SEINE,92205 NEUILLY SUR SEINE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002723300093
920000593,920026374,CH RIVES DE SEINE SITE DE PUTEAUX,CENTRE HOSPITALIER RIVES DE SEINE SITE PUTEAUX,0140886340,92,HAUTS DE SEINE,92800 PUTEAUX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002723300085
920000601,920110053,CH DEPARTEMENTAL DE STELL,CENTRE HOSPITALIER DEPARTEMENTAL STELL,0141299000,92,HAUTS DE SEINE,92501 RUEIL MALMAISON CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920133100015
920000619,920009909,CH DES QUATRE VILLES SITE ST CLOUD,CENTRE HOSPITALIER DES QUATRE VILLES,0177707070,92,HAUTS DE SEINE,92210 ST CLOUD,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920154700016
920000627,920009909,CH DES QUATRE VILLES SITE SEVRES,CENTRE HOSPITALIER DES QUATRE VILLES,0177707070,92,HAUTS DE SEINE,92310 SEVRES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920154700081
920001369,920710654,SSR FONDATION ROGUET,CENTRE HOSPITALIER  FONDATION ROGUET,0141404600,92,HAUTS DE SEINE,92110 CLICHY,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920136400016
920002177,920804465,CHS PUBLIC DE SANTE ERASME,CENTRE HOSPITALIER SPECIALISE,0146743399,92,HAUTS DE SEINE,92161 ANTONY CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400019
920003092,950140012,HAD DU CHS DE MOISSELLES,HOSPITALISATION A DOMICILE DU CTRE HOSP SPECIF DE MOISSELLES,0141066370,92,HAUTS DE SEINE,92110 CLICHY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800084
920006038,920804465,MAISON THERAPEUTIQUE PYRENEES,MAISON THERAPEUTIQUE PYRENEES,0149841931,92,HAUTS DE SEINE,92160 ANTONY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400266
920007408,950140012,CHS ROGER PREVOT DE NANTERRE,CENTRE HOSPITALIER SPECIALISE,0156470340,92,HAUTS DE SEINE,92014 NANTERRE CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800381
920010089,780140059,HDJ LE PETIT HANS,HOPITAL DE JOUR LE PETIT HANS,0147140767,92,HAUTS DE SEINE,92500 RUEIL MALMAISON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
920010949,780140059,HDJ LE SUD EST,HOPITAL DE JOUR ADOLESCENTS LE SUD EST,0141373994,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26780244500317
920011988,950140012,HDJ LE CHEMIN,HOPITAL DE JOUR ADULTES LE CHEMIN,,92,HAUTS DE SEINE,92110 CLICHY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800373
920012929,920006855,SCANNER DE L HOPITAL PRIVE D ANTONY,,0146741116,92,HAUTS DE SEINE,92160 ANTONY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,41041298500013
920012978,920024775,CENTRE IMAGERIE SCM ANGIO SCAN,CENTRE IMAGERIE SCM ANGIO SCAN,0146743710,92,HAUTS DE SEINE,92160 ANTONY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,32499241100011
920014628,780140059,CMP COURSIVE DES LOUPIOTS,CENTRE MEDICO PSY ET CATTP COURSIVE DES LOUPIOTS,0149000788,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26780244500374
920021771,940140049,HAD MONTROUGE,HOSPITALISATION A DOMICILE,0147460081,92,HAUTS DE SEINE,92120 MONTROUGE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300632
920024205,920808037,SSR LES ABONDANCES,SOINS DE SUITE ET DE READAPTATION,0141225656,92,HAUTS DE SEINE,92100 BOULOGNE BILLANCOURT,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920097800063
920024601,950140012,HDJ PSYCHOGERIATRIQUE FOUCAULT,HOPITAL DE JOUR PSYCHOGERIATRIQUE,0155469576,92,HAUTS DE SEINE,92110 CLICHY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800415
920024718,920029642,CTRE DE CANCEROLOGIE DE CHARLEBOURG,CENTRE DE CANCEROLOGIE DE CHARLEBOURG LA DEFENSE,0147824695,92,HAUTS DE SEINE,92250 LA GARENNE COLOMBES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,78536362300014
920024734,950140012,ACCUEIL FAMILIAL THERAPEUTIQUE DANTON,,0141322560,92,HAUTS DE SEINE,92230 GENNEVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800365
920027711,940140049,CHS PAUL GUIRAUD SITE CLAMART,GROUPE HOSPITALIER PAUL GUIRAUD SITE CLAMART,0142117000,92,HAUTS DE SEINE,92140 CLAMART,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300780
920027737,780140059,HDJ ST CLOUD,HOPITAL DE JOUR CENTRE HOSP MONTESSON SITE ST CLOUD,0146023249,92,HAUTS DE SEINE,92210 ST CLOUD,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
920028917,920024197,INSTITUT DE RADIOTHERAPIE HARTMANN,INSTITUT DE RADIOTHERAPIE HARTMANN,0147576710,92,HAUTS DE SEINE,92309 LEVALLOIS PERRET CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,55207931100023
920028925,920815644,SCANNER IRM 92 NORD,SCANNER IRM 92 NORD,0147807313,92,HAUTS DE SEINE,92250 LA GARENNE COLOMBES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,35169138100013
920029253,920009909,LBM CH QUATRE VILLES SITE DAILLY,LBM CH4V SITE DAILLY,,92,HAUTS DE SEINE,92210 ST CLOUD,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
920029758,750712184,HDJ GUY DE MAUPASSANT,HOPITAL DE JOUR GUY DE MAUPASSANT,,92,HAUTS DE SEINE,92700 COLOMBES,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,
920029782,920029774,MAISON MEDICALE CONSULTATION NANTERRE,MAISON MEDICALE DE CONSULTATION NANTERRE,,92,HAUTS DE SEINE,92000 NANTERRE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,48405280800033
920030202,920009719,CENTRE SCANNER IRM IHFB HARTMANN,CENTRE SCANNER IRM IHFB HARTMANN,0147591918,92,HAUTS DE SEINE,92300 LEVALLOIS PERRET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,48150411600015
920030228,920043593,CENTRE IMAGERIE CIMEN,CENTRE IMAGERIE CIMEN,,92,HAUTS DE SEINE,92210 ST CLOUD,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,49284810600026
920030517,920030509,CENTRE SCANNER GIMOP,CENTRE SCANNER GIMOP,0141128190,92,HAUTS DE SEINE,92210 ST CLOUD,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81194708400018
920031440,920031432,CENTRE SCANNER MARCEL SEMBAT,CENTRE SCANNER MARCEL SEMBAT,0146049925,92,HAUTS DE SEINE,92100 BOULOGNE BILLANCOURT,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,82899804700017
920031465,920031457,CENTRE IMAGERIE MEDICALE ICC,CENTRE IMAGERIE MEDICALE ICC,,92,HAUTS DE SEINE,92190 MEUDON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43347041600051
920033008,750061319,MAH MAISON ACC SAINT JEAN LA CLAIRIERE,MAH MAISON D ACCUEIL SAINT JEAN LA CLAIRIERE,0147011240,92,HAUTS DE SEINE,92380 GARCHES,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,77566960900049
920033461,920033453,IRM-CCBB-CLINIQUE MARCEL SEMBAT,IRM-CCBB-CLINIQUE MARCEL SEMBAT,0146049925,92,HAUTS DE SEINE,92100 BOULOGNE BILLANCOURT,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920036209,920036191,POLE SANTE IPADE COEUR DEFENSE,POLE SANTE IPADE COEUR DEFENSE,0147730550,92,HAUTS DE SEINE,92400 COURBEVOIE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,88455246400023
920037363,920037355,IMAGERIE MED HOPITAL SUISSE DE PARIS,IMAGERIE MEDICALE DE L HOPITAL SUISSE DE PARIS,0141331117,92,HAUTS DE SEINE,92130 ISSY LES MOULINEAUX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920038338,920030509,CENTRE IMAGERIE GIMOP SITE SEVRES,CENTRE IMAGERIE GIMOP SITE SEVRES,,92,HAUTS DE SEINE,92310 SEVRES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81194708400018
920038353,920038346,CENTRE OLYMPE SANTE,CENTRE OLYMPE SANTE,,92,HAUTS DE SEINE,92160 ANTONY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,32060828400024
920038379,920038361,CENTRE DE RADIOLOGIE ET ECHOGRAPHIE,CENTRE DE RADIOLOGIE ET ECHOGRAPHIE,,92,HAUTS DE SEINE,92800 PUTEAUX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920038387,750010209,IMAGERIE PARIS CENTRE MONTROUGE,IMAGERIE PARIS CENTRE MONTROUGE,,92,HAUTS DE SEINE,92120 MONTROUGE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920038445,920038437,IMAGERIE MEDICALE HOPITAL SUISSE PARIS,IMAGERIE MEDICALE HOPITAL SUISSE DE PARIS,0141331119,92,HAUTS DE SEINE,92130 ISSY LES MOULINEAUX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,92289302900012
920038460,920038452,CENTRE IMAGERIE LAMBERT CIMHDSN,CENTRE IMAGERIE MEDICALE LAMBERT CIMHDSN,,92,HAUTS DE SEINE,92250 LA GARENNE COLOMBES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,90913407400014
920038486,920038478,CENTRE IMAGERIE GIMPP92,CENTRE IMAGERIE GIMPP92,,92,HAUTS DE SEINE,92500 RUEIL MALMAISON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,91069830700014
920039344,920039336,IMAGERIE SCANNER ET IRM ASNIERES ISIA,IMAGERIE SCANNER ET IRM ASNIERES ISIA,,92,HAUTS DE SEINE,92600 ASNIERES SUR SEINE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920039864,920039856,IRM LES MARTINETS,IRM LES MARTINETS,,92,HAUTS DE SEINE,92500 RUEIL MALMAISON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,90848679800014
920039989,920039971,CENTRE IMAGERIE MEDICALE GOUIN,CENTRE IMAGERIE MEDICALE GOUIN,0184743168,92,HAUTS DE SEINE,92110 CLICHY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,94798151000011
920040219,750071722,CENTRE IMAGERIE BOIS COLOMBE EUROPE 92,CENTRE IMAGERIE BOIS COLOMBE EUROPE 92,,92,HAUTS DE SEINE,92270 BOIS COLOMBES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,92263413400022
920042082,940140049,CH PAUL GUIRAUD SITE ABONDANCES,CH PAUL GUIRAUD SITE ABONDANCES,0142117090,92,HAUTS DE SEINE,92100 BOULOGNE BILLANCOURT,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
920042181,910001221,ANGIO INTERCLINIQUE IMAGERIE - ANTONY,ANGIO INTERCLINIQUE IMAGERIE - ANTONY,,92,HAUTS DE SEINE,92160 ANTONY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,33501448600047
920043890,920043908,CTRE IMAG MEDICALE LEVALLOIS PERRET,CTRE IMAGERIE MEDICALE LEVALLOIS PERRET SITE BARBES,0620723385,92,HAUTS DE SEINE,92300 LEVALLOIS PERRET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
920100013,750712184,GHU APHP UPS SITE AMBROISE PARE,GHU AP-HP UNIVERSITE PARIS SACLAY SITE AMBROISE PARE,0149095000,92,HAUTS DE SEINE,92104 BOULOGNE BILLANCOURT CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200375
920100021,750712184,GHU APHP UPS SITE ANTOINE BECLERE,GHU AP-HP UNIVERSITE PARIS SACLAY SITE ANTOINE BECLERE,0145374444,92,HAUTS DE SEINE,92140 CLAMART,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200391
920100039,750712184,GHU APHP NUP SITE BEAUJON,GHU APHP NORD UNIVERSITE PARIS CITE SITE SITE BEAUJON,0140875000,92,HAUTS DE SEINE,92118 CLICHY CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200094
920100047,750712184,GHU APHP NUP SITE LOUIS MOURIER,GHU APHP NORD UNIVERSITE PARIS CITE SITE LOUIS MOURIER,0147606162,92,HAUTS DE SEINE,92701 COLOMBES CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200383
920100054,750712184,GHU APHP UPS SITE RAYMOND POINCARE,GHU AP-HP UNIVERSITE PARIS SACLAY SITE RAYMOND POINCARE,0147107900,92,HAUTS DE SEINE,92380 GARCHES,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200573
920100062,750712184,GHU APHP CUP SITE CELTON,GHU APHP CENTRE-UNIVERSITE PARIS CITE SITE CELTON,0158004000,92,HAUTS DE SEINE,92133 ISSY LES MOULINEAUX CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200409
920120011,750810814,HOPITAL INSTRUCTION DES ARMEES PERCY,HOPITAL INSTRUCTION DES ARMEES PERCY,0141466000,92,HAUTS DE SEINE,92141 CLAMART CEDEX,Hôpital des armées,Etab.de soins relevant du service de santé des armées,Etablissement public de santé,15100002300631
920140035,950140012,HDJ ET DE NUIT ANTONIN  ARTHAUD,HOPITAL DE JOUR ET DE NUIT 92G01 ANTONIN ARTHAUD,0141322515,92,HAUTS DE SEINE,92230 GENNEVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800035
920140043,920804465,HDJ CMP CATTP,HDJ CMP CATTP,,92,HAUTS DE SEINE,92160 ANTONY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400035
920170040,920110020,HDJ CASH DE NANTERRE,HOPITAL DE JOUR DU CASH DE NANTERRE,0147214000,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920138000129
920170149,920804465,HDJ CMP 92 G 09 JEAN WIER,HOPITAL DE JOUR ET CENTRE MEDICO PSY 92G09 JEAN WIER,0142117860,92,HAUTS DE SEINE,92150 SURESNES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400043
920718277,780140059,HDJ SURESNES,HOPITAL DE JOUR SURESNES,0145061510,92,HAUTS DE SEINE,92150 SURESNES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26780244500192
920801040,920001773,MAH MAISON DES FAMILLES LA CLAIRIERE,MAH MAISON DES FAMILLES LA CLAIRIERE,0147011240,92,HAUTS DE SEINE,92380 GARCHES,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,31177051500022
920807294,920110020,CH DE NUIT LES GOULVENTS,FOYER DE POST CURE ET HOPITAL DE NUIT LES GOULVENTS,0147212947,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920138000137
920807419,750720591,MAH LE ROSIER ROUGE,MAH LE ROSIER ROUGE,0141333030,92,HAUTS DE SEINE,92170 VANVES,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,35330523800043
920808193,950140012,HDJ PRESIDENT WILSON,HOPITAL DE JOUR,0141066390,92,HAUTS DE SEINE,92300 LEVALLOIS PERRET,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800092
920808920,780140059,HDJ LE PARC NANTERRE,HOPITAL DE JOUR LE PARC  NANTERRE,0147210742,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,22920050600363
920809837,920110020,HDJ DE NANTERRE,HOPITAL DE JOUR DE MEDECINE,0147696661,92,HAUTS DE SEINE,92014 NANTERRE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920138000160
920810496,950140012,HDJ GENNEVILLIERS,HOPITAL DE JOUR INFANTO JUVENILE,0141322530,92,HAUTS DE SEINE,92230 GENNEVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800043
920811635,780140059,CAS POUR ADOLESCENTS DE SURESNES,CENTRE D ACCUEIL ET DE SOINS INFANTO JUVENILE,0142042749,92,HAUTS DE SEINE,92150 SURESNES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26780244500226
920812344,780140059,HDJ COURBEVOIE,HOPITAL DE JOUR INFANTO JUVENILE COURBEVOIE,0147685415,92,HAUTS DE SEINE,92400 COURBEVOIE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26780244500242
920812872,920110020,CENTRE THOMAS LEMAITRE,CENTRE THOMAS LEMAITRE  SERVICE SOINS INFIRMIERS A DOMICILE,0147214244,92,HAUTS DE SEINE,92000 NANTERRE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26920138000111
920813003,920804465,HDJ CMP JOAN RIVIERE,HOP DE JOUR ET CENTRE MEDICO PSY JOAN RIVIERE,0142117886,92,HAUTS DE SEINE,92120 MONTROUGE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400142
920813599,920026374,HAD CENTRE HOSPITALIER RIVES DE SEINE,HOSPITALITSATION A DOMICILE CTRE HOSPITALIER RIVES DE SEINE,0149043030,92,HAUTS DE SEINE,92205 NEUILLY SUR SEINE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002723300093
920813623,920029097,HAD SANTE SERVICE,SANTE SERVICE HOSPITALISATION A DOMICILE SANTE SERVICE,0146970175,92,HAUTS DE SEINE,92532 LEVALLOIS PERRET CEDEX,Hospitalisation à Domicile,Traitements et Soins à Domicile,Etablissement de santé privé d'intérêt collectif,80248592000085
920813995,920804465,HDJ CMP CATTP DES VALLEES,HDJ - CMP - CATTP DES VALLEES,0142117845,92,HAUTS DE SEINE,92290 CHATENAY MALABRY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26920141400159
920814001,950140012,HDJ DUPONT,HOPITAL DE JOUR DUPONT,0141322435,92,HAUTS DE SEINE,92600 ASNIERES SUR SEINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26950008800175
920814019,940140049,HDJ LES CATALPAS,HOPITAL DE JOUR POUR ADULTES LES CATALPAS,0147711877,92,HAUTS DE SEINE,92210 ST CLOUD,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300079
920814027,940140049,HDJ COURTIER,HOPITAL DE JOUR ET CENTRE D ACCUEIL D URGENCE POUR ADULTES,0142530040,92,HAUTS DE SEINE,92240 MALAKOFF,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300327
920815636,920815628,SARL SERVICE INTERCLINIQUE D IMAGERIE,SARL LE SCAN SERVICE INTERCLINIQUE IMAGERIE MEDICALE,0146668271,92,HAUTS DE SEINE,92160 ANTONY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,33305034200026
930000286,930021480,GHI LE RAINCY MONTFERMEIL,GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY MONTFERMEIL,0141708000,93,SEINE SAINT DENIS,93370 MONTFERMEIL,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20001803400013
930000294,930021480,CTRE D MOYEN ET LONG SEJOUR LES ORMES,CENTRE GERIATRIQUE DEPARTEMENTAL DE MOYEN SEJOUR LES ORMES,0145097000,93,SEINE SAINT DENIS,93370 MONTFERMEIL,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20001803400013
930000302,930110036,CHI ANDRE GREGOIRE,CENTRE HOSPITALIER INTERCOMMUNAL DE MONTREUIL,0149203040,93,SEINE SAINT DENIS,93100 MONTREUIL,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26930261800013
930000328,930110051,CH GENERAL DELAFONTAINE,CENTRE HOSPITALIER DE ST DENIS HOPITAL DELAFONTAINE,0142356140,93,SEINE SAINT DENIS,93205 ST DENIS CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26930101600011
930000336,930110069,CHI ROBERT BALLANGER,CENTRE HOSPITALIER INTERCOMMUNAL ROBERT BALLANGER,0149367123,93,SEINE SAINT DENIS,93602 AULNAY SOUS BOIS CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26930116400019
930000344,930140025,CHS DE VILLE EVRARD,CENTRE HOSPITALIER DE VILLE EVRARD NEUILLY SUR MARNE,0143093002,93,SEINE SAINT DENIS,93330 NEUILLY SUR MARNE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500013
